Arquivo,local,Local Solicitante,Documento,Data,Hora,Produto,Grupo,Qtd,UN,Val.Total,Peso_Produto_kg,Peso_Total_kg
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,508506 - FARMÁCIA - UBS 6,5070-25/035050,26/05/2025,09:00:22,ESPIRONOLACTONA COMPRIMIDO 25 MG 09.C.03.D,,-6.0,CP,"947,999640","0,001","0,006"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,508506 - FARMÁCIA - UBS 6,5070-25/035050,26/05/2025,09:00:22,GLICLAZIDA COMPRIMIDO DE LIBERACAO 09.A.10,,-1.44,CP,"143,003030","0,001","0,001"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,508506 - FARMÁCIA - UBS 6,5070-25/035050,26/05/2025,09:00:22,HIDROCLOROTIAZIDA COMPRIMIDO 25 MG 09.C.03,,-7.5,CP,"128,102700","0,001","0,007"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,508506 - FARMÁCIA - UBS 6,5070-25/035050,26/05/2025,09:00:22,IBUPROFENO COMPRIMIDO 600 MG 09.M.01.A Ger,,-5.0,CP,"597,894750","0,001","0,005"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,508506 - FARMÁCIA - UBS 6,5070-25/035050,26/05/2025,09:00:22,ITRACONAZOL CAPSULA 100 MG 09.J.02.A Gerênc,,-750.0,CS,"532,939297","0,001","0,750"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,508506 - FARMÁCIA - UBS 6,5070-25/035050,26/05/2025,09:00:22,LEVOTIROXINA SODICA COMPRIMIDO 100 09.H.03,,-1.25,CP,"106,275600","0,001","0,001"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,508506 - FARMÁCIA - UBS 6,5070-25/035050,26/05/2025,09:00:22,LEVOTIROXINA SODICA COMPRIMIDO 50 09.H.03.,,-5.5,CP,"439,470460","0,001","0,005"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,508506 - FARMÁCIA - UBS 6,5070-25/035050,26/05/2025,09:00:22,LORATADINA XAROPE 1 MG/ML FRASCO 100 09.R.,,-50.0,FR,"140,123210","0,250","12,500"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,508506 - FARMÁCIA - UBS 6,5070-25/035050,26/05/2025,09:00:22,METFORMINA (CLORIDRATO) COMPRIMIDO 09.A.10,,-4.8,CP,"532,630800","0,001","0,005"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,508506 - FARMÁCIA - UBS 6,5070-25/035050,26/05/2025,09:00:22,METILDOPA COMPRIMIDO REVESTIDO 250 09.C.02,,-600.0,CP,"202,013916","0,001","0,600"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,508506 - FARMÁCIA - UBS 6,5070-25/035050,26/05/2025,09:00:22,MIKANIA GLOMERATA SPRENG XAROPE 09.R.05.C,,-50.0,FR,"100,001891","0,150","7,500"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,508506 - FARMÁCIA - UBS 6,5070-25/035050,26/05/2025,09:00:22,OLEO MINERAL 100 % PURO FRASCO 100 09.A.06,,-50.0,FR,"149,973390","0,100","5,000"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,508506 - FARMÁCIA - UBS 6,5070-25/035050,26/05/2025,09:00:22,OXIBUTININA (CLORIDRATO) COMPRIMIDO 5 09.G.,,-540.0,CP,"377,490008","0,001","0,540"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,508506 - FARMÁCIA - UBS 6,5070-25/035050,26/05/2025,09:00:22,PARACETAMOL SOLUCAO ORAL 200 MG/ML 09.99.0,,-100.0,FR,"117,133531","0,150","15,000"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,508506 - FARMÁCIA - UBS 6,5070-25/035050,26/05/2025,09:00:22,PREDNISOLONA SOLUCAO ORAL 3 MG/ML 09.H.02.,,-100.0,FR,"629,614849","0,150","15,000"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,508506 - FARMÁCIA - UBS 6,5070-25/035050,26/05/2025,09:00:22,PROPAFENONA COMPRIMIDO 300 MG 09.C.01.B Ge,,-600.0,CP,"282,001566","0,001","0,600"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,508506 - FARMÁCIA - UBS 6,5070-25/035050,26/05/2025,09:00:22,PROPATILNITRATO COMPRIMIDO 10 MG 09.C.01.D,,-400.0,CP,"180,438448","0,001","0,400"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,508506 - FARMÁCIA - UBS 6,5070-25/035050,26/05/2025,09:00:22,SINVASTATINA COMPRIMIDO 40 MG 09.C.10.A Gerê,,-7.2,CP,"720,017208","0,001","0,007"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500702 - FARMÁCIA - UBS 2,5070-25/035058,26/05/2025,09:51:25,ACIDO FOLICO COMPRIMIDO 5 MG 09.B.03.B Ger,,-3.0,CP,"108,321000","0,001","0,003"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500702 - FARMÁCIA - UBS 2,5070-25/035058,26/05/2025,09:51:25,"ACIDO FÓLICO SOLUÇÃO ORAL 0,2 MG/ML 09.B.0",,-200.0,FR,"841,164860","0,150","30,000"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500702 - FARMÁCIA - UBS 2,5070-25/035058,26/05/2025,09:51:25,ALOPURINOL COMPRIMIDO 100 MG 09.M.04.A Ger,,-2.0,CP,"220,379000","0,001","0,002"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500702 - FARMÁCIA - UBS 2,5070-25/035058,26/05/2025,09:51:25,ALOPURINOL COMPRIMIDO 300 MG 09.M.04.A Gerê,,-1.2,CP,"242,680560","0,001","0,001"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500702 - FARMÁCIA - UBS 2,5070-25/035058,26/05/2025,09:51:25,AMIODARONA (CLORIDRATO) COMPRIMIDO 09.C.01,,-2.5,CP,"725,336925","0,001","0,003"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500702 - FARMÁCIA - UBS 2,5070-25/035058,26/05/2025,09:51:25,AMOXICILINA CAPSULA OU COMPRIMIDO 09.J.01.,,-2.52,UN,"455,016593","0,001","0,003"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500702 - FARMÁCIA - UBS 2,5070-25/035058,26/05/2025,09:51:25,AZITROMICINA COMPRIMIDO 500 MG 09.J.01.F G,,-1.05,CP,"785,931174","0,001","0,001"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500702 - FARMÁCIA - UBS 2,5070-25/035058,26/05/2025,09:51:25,"CARVEDILOL COMPRIMIDO 3,125 MG 09.C.07.A G",,-2.52,CP,"179,106782","0,001","0,003"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500702 - FARMÁCIA - UBS 2,5070-25/035058,26/05/2025,09:51:25,"CARVEDILOL COMPRIMIDO 6,25 MG 09.C.07.A Ge",,-2.01,CP,"136,192253","0,001","0,002"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500702 - FARMÁCIA - UBS 2,5070-25/035058,26/05/2025,09:51:25,CEFALEXINA CAPSULA OU DRAGEA OU 09.J.01.D,,-2.0,UN,"919,976240","0,001","0,002"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500702 - FARMÁCIA - UBS 2,5070-25/035058,26/05/2025,09:51:25,CIPROFLOXACINO (CLORIDRATO) 09.J.01.M Gerê,,-900.0,CP,"144,156375","0,100","90,000"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500702 - FARMÁCIA - UBS 2,5070-25/035058,26/05/2025,09:51:25,"DEXAMETASONA (ACETATO) CREME 0,1 % 09.D.07",,-100.0,BS,"135,847712","0,050","5,000"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500702 - FARMÁCIA - UBS 2,5070-25/035058,26/05/2025,09:51:25,FUROSEMIDA COMPRIMIDO 40 MG 09.C.03.C Gerê,,-6.0,CP,"240,038760","0,001","0,006"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500702 - FARMÁCIA - UBS 2,5070-25/035058,26/05/2025,09:51:25,IBUPROFENO COMPRIMIDO 600 MG 09.M.01.A Ger,,-3.0,CP,"358,736850","0,001","0,003"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500702 - FARMÁCIA - UBS 2,5070-25/035058,26/05/2025,09:51:25,IBUPROFENO SUSPENSAO ORAL 50MG/ML 09.M.01.,,-100.0,FR,"215,021961","0,150","15,000"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500702 - FARMÁCIA - UBS 2,5070-25/035058,26/05/2025,09:51:25,ITRACONAZOL CAPSULA 100 MG 09.J.02.A Gerênc,,-250.0,CS,"177,646433","0,001","0,250"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500702 - FARMÁCIA - UBS 2,5070-25/035058,26/05/2025,09:51:25,LEVODOPA + CARBIDOPA COMPRIMIDO 09.N.04.B,,-600.0,CP,"270,486306","0,001","0,600"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500702 - FARMÁCIA - UBS 2,5070-25/035058,26/05/2025,09:51:25,LEVOTIROXINA SODICA COMPRIMIDO 25 09.H.03.,,-5.5,CP,"434,607250","0,001","0,005"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500702 - FARMÁCIA - UBS 2,5070-25/035058,26/05/2025,09:51:25,LEVOTIROXINA SODICA COMPRIMIDO 50 09.H.03.,,-5.5,CP,"439,470460","0,001","0,005"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500702 - FARMÁCIA - UBS 2,5070-25/035058,26/05/2025,09:51:25,LEVOTIROXINA SODICA COMPRIMIDO 100 09.H.03,,-5.5,CP,"467,612640","0,001","0,005"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500702 - FARMÁCIA - UBS 2,5070-25/035058,26/05/2025,09:51:25,MICONAZOL (NITRATO) 20MG/G CREME 09.D.01.A,,-85.0,BS,"198,870097","0,050","4,250"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500702 - FARMÁCIA - UBS 2,5070-25/035058,26/05/2025,09:51:25,MIKANIA GLOMERATA SPRENG XAROPE 09.R.05.C,,-200.0,FR,"400,007562","0,150","30,000"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500702 - FARMÁCIA - UBS 2,5070-25/035058,26/05/2025,09:51:25,NISTATINA SUSPENSAO ORAL 100.000 UI/ML 09.,,-50.0,FR,"244,366425","0,150","7,500"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500702 - FARMÁCIA - UBS 2,5070-25/035058,26/05/2025,09:51:25,PERMETRINA LOÇÃO TÓPICA 50 MG/ML 09.P.03.A,,-50.0,FR,"157,071406","0,100","5,000"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500702 - FARMÁCIA - UBS 2,5070-25/035058,26/05/2025,09:51:25,PREDNISOLONA SOLUCAO ORAL 3 MG/ML 09.H.02.,,-100.0,FR,"629,614849","0,150","15,000"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500702 - FARMÁCIA - UBS 2,5070-25/035058,26/05/2025,09:51:25,PROMETAZINA (CLORIDRATO) COMPRIMIDO 09.R.0,,-1.0,CP,"100,004110","0,001","0,001"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500702 - FARMÁCIA - UBS 2,5070-25/035058,26/05/2025,09:51:25,PROPAFENONA COMPRIMIDO 300 MG 09.C.01.B Ge,,-900.0,CP,"423,002349","0,001","0,900"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500702 - FARMÁCIA - UBS 2,5070-25/035058,26/05/2025,09:51:26,PROPATILNITRATO COMPRIMIDO 10 MG 09.C.01.D,,-2.0,CP,"902,192240","0,001","0,002"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500702 - FARMÁCIA - UBS 2,5070-25/035058,26/05/2025,09:51:26,SALBUTAMOL (SULFATO) SPRAY OU 09.R.03.A CEA,,-100.0,FR,"947,750843","0,100","10,000"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500702 - FARMÁCIA - UBS 2,5070-25/035058,26/05/2025,09:51:26,AMOXICILINA PO PARA SUSPENSAO ORAL 09.J.01,,-100.0,FR,"590,321863","0,150","15,000"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500702 - FARMÁCIA - UBS 2,5070-25/035058,26/05/2025,09:51:26,DIPIRONA SOLUCAO ORAL 500 MG / ML 09.N.02.,,-300.0,FR,"328,803672","0,150","45,000"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500702 - FARMÁCIA - UBS 2,5070-25/035058,26/05/2025,09:51:26,ESPIRONOLACTONA COMPRIMIDO 25 MG 09.C.03.D,,-6.0,CP,"947,999640","0,001","0,006"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500702 - FARMÁCIA - UBS 2,5070-25/035058,26/05/2025,09:51:26,GLICLAZIDA COMPRIMIDO DE LIBERACAO 09.A.10,,-1.44,CP,"143,003030","0,001","0,001"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500702 - FARMÁCIA - UBS 2,5070-25/035058,26/05/2025,09:51:26,LORATADINA XAROPE 1 MG/ML FRASCO 100 09.R.,,-50.0,FR,"140,123210","0,250","12,500"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500702 - FARMÁCIA - UBS 2,5070-25/035058,26/05/2025,09:51:26,METILDOPA COMPRIMIDO REVESTIDO 250 09.C.02,,-1.02,CP,"343,423657","0,001","0,001"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500702 - FARMÁCIA - UBS 2,5070-25/035058,26/05/2025,09:51:26,METRONIDAZOL GEL VAGINAL 100MG/G 09.G.01.A,,-50.0,CJ,"245,005055","0,050","2,500"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500702 - FARMÁCIA - UBS 2,5070-25/035058,26/05/2025,09:51:26,OLEO MINERAL 100 % PURO FRASCO 100 09.A.06,,-50.0,FR,"149,973390","0,100","5,000"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500702 - FARMÁCIA - UBS 2,5070-25/035058,26/05/2025,09:51:26,SINVASTATINA COMPRIMIDO 40 MG 09.C.10.A Gerê,,-7.2,CP,"720,017208","0,001","0,007"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500702 - FARMÁCIA - UBS 2,5070-25/035108,26/05/2025,10:06:56,CARBAMAZEPINA SUSPENSAO ORAL 100 09.N.03.A,,-70.0,FR,"455,006729","0,150","10,500"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500702 - FARMÁCIA - UBS 2,5070-25/035108,26/05/2025,10:06:56,CARBONATO DE LITIO COMPRIMIDO 300 MG 09.N.,,-3.0,CP,"569,655450","0,001","0,003"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500702 - FARMÁCIA - UBS 2,5070-25/035108,26/05/2025,10:06:56,CELECOXIBE CAPSULA 200 MG 09.M.01.A Progra,,-510.0,CP,"250,099828","0,001","0,510"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500702 - FARMÁCIA - UBS 2,5070-25/035108,26/05/2025,10:06:56,FENOBARBITAL COMPRIMIDO 100 MG 09.N.03.A P,,-2.0,CP,"243,213940","0,001","0,002"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500702 - FARMÁCIA - UBS 2,5070-25/035108,26/05/2025,10:06:56,HALOPERIDOL (DECANOATO) SOLUCAO 09.N.05.A,,-25.0,AM,"100,000004","0,150","3,750"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,500702 - FARMÁCIA - UBS 2,5070-25/035108,26/05/2025,10:06:56,VALPROATO DE SODIO COMPRIMIDO OU 09.N.03.A,,-4.0,UN,"735,998160","0,001","0,004"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,508504 - FARMACIA - UBS 4,5070-25/035122,26/05/2025,10:23:03,CARBAMAZEPINA SUSPENSAO ORAL 100 09.N.03.A,,-35.0,FR,"227,503365","0,150","5,250"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,508504 - FARMACIA - UBS 4,5070-25/035122,26/05/2025,10:23:03,FENOBARBITAL COMPRIMIDO 100 MG 09.N.03.A P,,-1.6,CP,"194,571152","0,001","0,002"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,508504 - FARMACIA - UBS 4,5070-25/035122,26/05/2025,10:23:03,VALPROATO DE SODIO COMPRIMIDO OU 09.N.03.A,,-2.0,UN,"367,999080","0,001","0,002"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,509201 - FARMÁCIA - UBS 1,5070-25/035129,26/05/2025,10:25:59,FUROSEMIDA COMPRIMIDO 40 MG 09.C.03.C Gerê,,-6.0,CP,"240,038760","0,001","0,006"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,502 - LOGÍSTICA,5070-25/035126,26/05/2025,10:26:02,ACICLOVIR COMPRIMIDO 200 MG 09.J.05.A Gerê,,-2.881,CP,"458,090034","0,001","0,003"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,502 - LOGÍSTICA,5070-25/035126,26/05/2025,10:26:02,ANLODIPINO (BESILATO) COMPRIMIDO 5 MG 09.C,,-5.22,CP,"103,997956","0,001","0,005"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,502 - LOGÍSTICA,5070-25/035126,26/05/2025,10:26:02,CETOCONAZOL XAMPU 2% FRASCO 100 ML 09.D.01,,-88.0,FR,"446,537076","0,100","8,800"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,502 - LOGÍSTICA,5070-25/035126,26/05/2025,10:26:02,FLUCONAZOL CAPSULA 150 MG 09.J.02.A Gerênci,,-394.0,CS,"173,419585","0,001","0,394"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,509203 - FARMÁCIA - UBS 3,5070-25/035130,26/05/2025,10:30:14,ITRACONAZOL CAPSULA 100 MG 09.J.02.A Gerênc,,-150.0,CS,"106,587859","0,001","0,150"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,508507 - FARMÁCIA - UBS 7,5070-25/035072,26/05/2025,10:48:03,ACIDO ACETILSALICILICO COMPRIMIDO 100 09.B,,-6.0,CP,"208,219200","0,001","0,006"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,508507 - FARMÁCIA - UBS 7,5070-25/035072,26/05/2025,10:48:03,"ACIDO FÓLICO SOLUÇÃO ORAL 0,2 MG/ML 09.B.0",,-50.0,FR,"210,291215","0,150","7,500"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,508507 - FARMÁCIA - UBS 7,5070-25/035072,26/05/2025,10:48:03,AMIODARONA (CLORIDRATO) COMPRIMIDO 09.C.01,,-500.0,CP,"145,067385","0,001","0,500"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,508507 - FARMÁCIA - UBS 7,5070-25/035072,26/05/2025,10:48:03,AMOXICILINA CAPSULA OU COMPRIMIDO 09.J.01.,,-1.0,UN,"180,562140","0,001","0,001"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,508507 - FARMÁCIA - UBS 7,5070-25/035072,26/05/2025,10:48:03,AMOXICILINA PO PARA SUSPENSAO ORAL 09.J.01,,-100.0,FR,"590,321863","0,150","15,000"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,508507 - FARMÁCIA - UBS 7,5070-25/035072,26/05/2025,10:48:03,AZITROMICINA COMPRIMIDO 500 MG 09.J.01.F G,,-300.0,CP,"224,551764","0,001","0,300"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,508507 - FARMÁCIA - UBS 7,5070-25/035072,26/05/2025,10:48:03,BENZILPENICILINA BENZATINA PO PARA 09.J.01,,-50.0,FA,"319,143864","0,100","5,000"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,508507 - FARMÁCIA - UBS 7,5070-25/035072,26/05/2025,10:48:03,"CARVEDILOL COMPRIMIDO 3,125 MG 09.C.07.A G",,-2.52,CP,"179,106782","0,001","0,003"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,508507 - FARMÁCIA - UBS 7,5070-25/035072,26/05/2025,10:48:03,CEFALEXINA CAPSULA OU DRAGEA OU 09.J.01.D,,-1.0,UN,"459,988120","0,001","0,001"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,508507 - FARMÁCIA - UBS 7,5070-25/035072,26/05/2025,10:48:03,CEFTRIAXONA PÓ P/ SOL INJ 500MG IM 09.J.01,,-15.0,FA,"102,882654","0,100","1,500"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,508507 - FARMÁCIA - UBS 7,5070-25/035072,26/05/2025,10:48:03,"DEXAMETASONA (ACETATO) CREME 0,1 % 09.D.07",,-100.0,BS,"135,847712","0,050","5,000"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,508507 - FARMÁCIA - UBS 7,5070-25/035072,26/05/2025,10:48:03,DIPIRONA SOLUCAO ORAL 500 MG / ML 09.N.02.,,-200.0,FR,"219,202448","0,150","30,000"
Distribuição NUMEBE total.pdf,5070 - NUMEBE - NÚCLEO DE MEDICAMENTOS BÁSICOS E ESTRATÉGICOS,508507 - FARMÁCIA - UBS 7,5070-25/035072,26/05/2025,10:48:03,ESPIRONOLACTONA COMPRIMIDO 25 MG 09.C.03.D,,-6.0,CP,"947,999640","0,001","0,006"
